system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,Ecoh_m1,Ecoh_m2,E_dft_M1M2
Co_Fe_N_din4_x2_c4_c_v2,-636.606,Co,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Co_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-7.3844395,-8.6197175,-4.436843000000032
Cu_Fe_N_din4_x2_c4_c_v2,-632.709,Cu,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Cu_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-4.23458825,-8.6197175,-3.6896942499999823
Fe_Fe_N_din4_x2_c4_c_v2,-637.659,Fe,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Fe_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-8.6197175,-8.6197175,-4.254565000000028
Ir_Fe_N_din4_x2_c4_c_v2,-637.924,Ir,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Ir_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-9.56008375,-8.6197175,-3.579198750000014
Ni_Fe_N_din4_x2_c4_c_v2,-635.337,Ni,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Ni_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-5.86878875,-8.6197175,-4.683493750000025
Os_Fe_N_din4_x2_c4_c_v2,-639.646,Os,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Os_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-11.839378,-8.6197175,-3.0219044999999944
Pd_Fe_N_din4_x2_c4_c_v2,-634.058,Pd,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Pd_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-5.79450325,-8.6197175,-3.478779250000029
Pt_Fe_N_din4_x2_c4_c_v2,-635.867,Pt,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Pt_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-6.8665185,-8.6197175,-4.215763999999998
Rh_Fe_N_din4_x2_c4_c_v2,-636.124,Rh,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Rh_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-7.850822,-8.6197175,-3.488460500000059
Ru_Fe_N_din4_x2_c4_c_v2,-637.701,Ru,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Ru_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-9.8124665,-8.6197175,-3.1038160000000588
Zn_Fe_N_din4_x2_c4_c_v2,-629.177,Zn,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Zn_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-1.61724415,-8.6197175,-2.7750383500000577
Ag_Fe_N_din4_x2_c4_d_v2,-630.1,Ag,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Ag_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-3.20700575,-8.6197175,-2.328276749999972
Au_Fe_N_din4_x2_c4_d_v2,-631.491,Au,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Au_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-3.8767095,-8.6197175,-3.049572999999935
Cd_Fe_N_din4_x2_c4_d_v2,-627.64,Cd,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Cd_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-1.2330587,-8.6197175,-1.8422237999999351
Co_Fe_N_din4_x2_c4_d_v2,-636.405,Co,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Co_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-7.3844395,-8.6197175,-4.455842999999923
Cu_Fe_N_din4_x2_c4_d_v2,-632.738,Cu,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Cu_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-4.23458825,-8.6197175,-3.9386942500000064
Fe_Fe_N_din4_x2_c4_d_v2,-637.456,Fe,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Fe_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-8.6197175,-8.6197175,-4.271564999999967
Ir_Fe_N_din4_x2_c4_d_v2,-637.576,Ir,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Ir_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-9.56008375,-8.6197175,-3.4511987499999712
Ni_Fe_N_din4_x2_c4_d_v2,-635.29,Ni,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Ni_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-5.86878875,-8.6197175,-4.856493749999913
Os_Fe_N_din4_x2_c4_d_v2,-637.898,Os,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Os_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-11.839378,-8.6197175,-1.4939044999999744
Pd_Fe_N_din4_x2_c4_d_v2,-634.037,Pd,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Pd_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-5.79450325,-8.6197175,-3.677779249999984
Pt_Fe_N_din4_x2_c4_d_v2,-635.665,Pt,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Pt_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-6.8665185,-8.6197175,-4.233763999999914
Rh_Fe_N_din4_x2_c4_d_v2,-635.866,Rh,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Rh_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-7.850822,-8.6197175,-3.4504604999999344
Ru_Fe_N_din4_x2_c4_d_v2,-637.442,Ru,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Ru_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-9.8124665,-8.6197175,-3.064815999999958
Zn_Fe_N_din4_x2_c4_d_v2,-628.909,Zn,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d_v2,4,Zn_N_din4_x2_c4_d_v2,din4_x2,Fe_N_din4_x2_c4_d_v2,N_din4_x2_c4_d,-615.945,N,din4,-1.61724415,-8.6197175,-2.727038349999942
Ag_Fe_N_din4_x2_c4_e,-630.03,Ag,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Ag_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-3.20700575,-8.6197175,-2.6212767499999785
Cd_Fe_N_din4_x2_c4_e,-627.282,Cd,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Cd_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-1.2330587,-8.6197175,-1.8472238000000445
Rh_Fe_N_din4_x2_c4_e,-636.358,Rh,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Rh_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-7.850822,-8.6197175,-4.305460499999953
Ag_Fe_N_din4_x2_c4_f,-609.724,Ag,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Ag_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-3.20700575,-8.6197175,19.178723249999976
Au_Fe_N_din4_x2_c4_f,-610.729,Au,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Au_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-3.8767095,-8.6197175,18.84342699999998
Cd_Fe_N_din4_x2_c4_f,-610.359,Cd,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Cd_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-1.2330587,-8.6197175,16.569776199999986
Co_Fe_N_din4_x2_c4_f,-613.685,Co,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Co_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-7.3844395,-8.6197175,19.395157000000076
Cu_Fe_N_din4_x2_c4_f,-611.341,Cu,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Cu_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-4.23458825,-8.6197175,18.589305750000015
Fe_Fe_N_din4_x2_c4_f,-615.272,Fe,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Fe_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-8.6197175,-8.6197175,19.043434999999977
Ir_Fe_N_din4_x2_c4_f,-614.863,Ir,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Ir_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-9.56008375,-8.6197175,20.39280124999997
Ni_Fe_N_din4_x2_c4_f,-612.418,Ni,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Ni_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-5.86878875,-8.6197175,19.146506250000016
Os_Fe_N_din4_x2_c4_f,-615.98,Os,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Os_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-11.839378,-8.6197175,21.555095500000004
Pd_Fe_N_din4_x2_c4_f,-611.377,Pd,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Pd_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-5.79450325,-8.6197175,20.113220750000067
Pt_Fe_N_din4_x2_c4_f,-613.641,Pt,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Pt_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-6.8665185,-8.6197175,18.921236000000057
Rh_Fe_N_din4_x2_c4_f,-613.094,Rh,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Rh_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-7.850822,-8.6197175,20.452539499999972
Ru_Fe_N_din4_x2_c4_f,-615.093,Ru,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Ru_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-9.8124665,-8.6197175,20.41518400000006
Zn_Fe_N_din4_x2_c4_f,-609.737,Zn,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f,4,Zn_N_din4_x2_c4_f,din4_x2,Fe_N_din4_x2_c4_f,N_din4_x2_c4_f,-617.076,N,din4,-1.61724415,-8.6197175,17.575961650000053
Ag_Fe_N_din4_x2_c4_f_v2,-630.206,Ag,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Ag_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-3.20700575,-8.6197175,-1.3032767499999949
Au_Fe_N_din4_x2_c4_f_v2,-631.507,Au,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Au_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-3.8767095,-8.6197175,-1.9345729999999255
Cd_Fe_N_din4_x2_c4_f_v2,-628.495,Cd,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Cd_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-1.2330587,-8.6197175,-1.5662237999999815
Co_Fe_N_din4_x2_c4_f_v2,-635.829,Co,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Co_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-7.3844395,-8.6197175,-2.7488429999999298
Cu_Fe_N_din4_x2_c4_f_v2,-632.214,Cu,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Cu_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-4.23458825,-8.6197175,-2.2836942500000337
Fe_Fe_N_din4_x2_c4_f_v2,-636.863,Fe,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Fe_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-8.6197175,-8.6197175,-2.5475650000000343
Ir_Fe_N_din4_x2_c4_f_v2,-637.271,Ir,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Ir_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-9.56008375,-8.6197175,-2.015198749999936
Ni_Fe_N_din4_x2_c4_f_v2,-634.753,Ni,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Ni_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-5.86878875,-8.6197175,-3.188493750000021
Os_Fe_N_din4_x2_c4_f_v2,-638.379,Os,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Os_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-11.839378,-8.6197175,-0.8439044999999972
Pd_Fe_N_din4_x2_c4_f_v2,-634.199,Pd,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Pd_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-5.79450325,-8.6197175,-2.7087792499999335
Pt_Fe_N_din4_x2_c4_f_v2,-635.477,Pt,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Pt_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-6.8665185,-8.6197175,-2.9147639999999537
Rh_Fe_N_din4_x2_c4_f_v2,-636.024,Rh,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Rh_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-7.850822,-8.6197175,-2.477460499999978
Ru_Fe_N_din4_x2_c4_f_v2,-637.046,Ru,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Ru_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-9.8124665,-8.6197175,-1.5378160000000278
Zn_Fe_N_din4_x2_c4_f_v2,-629.673,Zn,Fe,N,din4,N_din4_x2_c4_f,N_din4_x2_c4_f_v2,4,Zn_N_din4_x2_c4_f_v2,din4_x2,Fe_N_din4_x2_c4_f_v2,N_din4_x2_c4_f,-617.076,N,din4,-1.61724415,-8.6197175,-2.3600383499999804
Ag_Fe_N_din4_x2_c5_a,-629.842,Ag,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Ag_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-3.20700575,-8.6197175,-3.1662767499999376
Cd_Fe_N_din4_x2_c5_a,-627.273,Cd,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Cd_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-1.2330587,-8.6197175,-2.571223799999977
Co_Fe_N_din4_x2_c5_a,-636.085,Co,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Co_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-7.3844395,-8.6197175,-5.231842999999991
Cu_Fe_N_din4_x2_c5_a,-632.42,Cu,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Cu_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-4.23458825,-8.6197175,-4.716694249999913
Fe_Fe_N_din4_x2_c5_a,-637.135,Fe,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Fe_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-8.6197175,-8.6197175,-5.046564999999944
Ir_Fe_N_din4_x2_c5_a,-637.457,Ir,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Ir_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-9.56008375,-8.6197175,-4.428198749999947
Rh_Fe_N_din4_x2_c5_a,-635.707,Rh,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Rh_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-7.850822,-8.6197175,-4.387460499999946
Ir_Fe_N_din4_x2_c5_b,-634.357,Ir,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Ir_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-9.56008375,-8.6197175,-1.6081987500000103
Ag_Fe_N_din4_x2_c5_b_v2,-629.754,Ag,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Ag_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-3.20700575,-8.6197175,-3.3582767500000585
Au_Fe_N_din4_x2_c5_b_v2,-631.439,Au,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Au_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-3.8767095,-8.6197175,-4.373573000000004
Cd_Fe_N_din4_x2_c5_b_v2,-619.791,Cd,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Cd_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-1.2330587,-8.6197175,4.630776199999906
Co_Fe_N_din4_x2_c5_b_v2,-635.827,Co,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Co_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-7.3844395,-8.6197175,-5.253843000000039
Cu_Fe_N_din4_x2_c5_b_v2,-632.527,Cu,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Cu_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-4.23458825,-8.6197175,-5.103694250000084
Fe_Fe_N_din4_x2_c5_b_v2,-636.881,Fe,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Fe_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-8.6197175,-8.6197175,-5.0725650000000115
Ir_Fe_N_din4_x2_c5_b_v2,-637.381,Ir,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Ir_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-9.56008375,-8.6197175,-4.632198750000011
Ni_Fe_N_din4_x2_c5_b_v2,-634.696,Ni,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Ni_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-5.86878875,-8.6197175,-5.638493750000066
Os_Fe_N_din4_x2_c5_b_v2,-639.139,Os,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Os_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-11.839378,-8.6197175,-4.11090450000005
Pd_Fe_N_din4_x2_c5_b_v2,-633.323,Pd,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Pd_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-5.79450325,-8.6197175,-4.339779250000019
Pt_Fe_N_din4_x2_c5_b_v2,-634.606,Pt,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Pt_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-6.8665185,-8.6197175,-4.550764000000035
Rh_Fe_N_din4_x2_c5_b_v2,-635.451,Rh,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Rh_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-7.850822,-8.6197175,-4.411460500000061
Ru_Fe_N_din4_x2_c5_b_v2,-637.244,Ru,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Ru_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-9.8124665,-8.6197175,-4.242816000000069
Zn_Fe_N_din4_x2_c5_b_v2,-629.575,Zn,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b_v2,5,Zn_N_din4_x2_c5_b_v2,din4_x2,Fe_N_din4_x2_c5_b_v2,N_din4_x2_c5_b,-614.569,N,din4,-1.61724415,-8.6197175,-4.769038350000086
Zn_Fe_N_din6_as_c0,-630.112,Zn,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Zn_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-1.61724415,-8.6197175,-1.3620383499999331
Zn_Fe_N_din6_as_c1_1,-629.968,Zn,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Zn_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-1.61724415,-8.6197175,-1.9470383499999695
Cu_Fe_N_din6_as_c2_12,-632.927,Cu,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Cu_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,-4.23458825,-8.6197175,-3.2856942499999864
Os_Fe_N_din6_as_c2_12,-637.991,Os,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Os_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,-11.839378,-8.6197175,-0.7449044999999508
Cd_Fe_N_din6_as_c2_15,-628.466,Cd,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Cd_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-1.2330587,-8.6197175,-1.8962238000000229
Co_Fe_N_din6_as_c2_15,-635.49,Co,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Co_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-7.3844395,-8.6197175,-2.7688430000000253
Zn_Fe_N_din6_as_c2_15,-629.836,Zn,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Zn_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-1.61724415,-8.6197175,-2.8820383500000286
Cd_Fe_N_din6_as_c2_23,-628.674,Cd,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Cd_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-1.2330587,-8.6197175,-2.1662238000000045
Os_Fe_N_din6_as_c2_26,-637.953,Os,Fe,N,din6,N_din6_as_c2_26,N_din6_as_c2_26,2,Os_N_din6_as_c2_26,din6_as,Fe_N_din6_as_c2_26,N_din6_as_c2_26,-616.83,N,din6,-11.839378,-8.6197175,-0.6639044999999335
