system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,metal,Ecoh,atomic_mass,vdw_radius,r_cov_sb,r_cov_db,dipole_polarizability,ionic_radii_crystals,d_center_sp,Paul_electroneg,MB_electroneg,electron_affinity,covalent_radius,atomic_number,Ion_energ_I,Ion_energ_II,Zung_radius,Coh_radius,Waber_radius,mied_param_h,mied_param_phi,HOMO ,LUMO,mag_moment_bulk_d, E_Fermi,E_Fermi2,Ecoh_m1,system,tot_energy_M2,Edft_fe
Co_Fe_N_din6_as_c1_1,-635.636,Co,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Co_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din6_as_c1_1,-628.002,-0.2495605000000296
Cu_Fe_N_din6_as_c1_1,-632.602,Cu,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Cu_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din6_as_c1_1,-628.002,-0.36541175000002113
Fe_Fe_N_din6_as_c1_1,-636.65,Fe,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Fe_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din6_as_c1_1,-628.002,-0.02828250000004573
Ir_Fe_N_din6_as_c1_1,-636.705,Ir,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Ir_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din6_as_c1_1,-628.002,0.8570837499999016
Ni_Fe_N_din6_as_c1_1,-634.725,Ni,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Ni_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din6_as_c1_1,-628.002,-0.8542112500000485
Os_Fe_N_din6_as_c1_1,-638.232,Os,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Os_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din6_as_c1_1,-628.002,1.6093779999999924
Pd_Fe_N_din6_as_c1_1,-633.821,Pd,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Pd_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din6_as_c1_1,-628.002,-0.024496750000025713
Pt_Fe_N_din6_as_c1_1,-634.874,Pt,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Pt_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din6_as_c1_1,-628.002,-0.0054815000000871805
Rh_Fe_N_din6_as_c1_1,-635.667,Rh,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Rh_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din6_as_c1_1,-628.002,0.18582199999991644
Ru_Fe_N_din6_as_c1_1,-636.945,Ru,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Ru_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din6_as_c1_1,-628.002,0.8694664999999304
Zn_Fe_N_din6_as_c1_1,-629.968,Zn,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Zn_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din6_as_c1_1,-628.002,-0.348755849999975
Ag_Fe_N_din6_as_c1_2,-630.844,Ag,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ag_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din6_as_c1_2,-627.739,0.10200574999998935
Au_Fe_N_din6_as_c1_2,-631.746,Au,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Au_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din6_as_c1_2,-627.739,-0.13029050000000097
Cd_Fe_N_din6_as_c1_2,-629.371,Cd,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Cd_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din6_as_c1_2,-627.739,-0.3989412999999331
Co_Fe_N_din6_as_c1_2,-636.062,Co,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Co_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din6_as_c1_2,-627.739,-0.9385604999999941
Cu_Fe_N_din6_as_c1_2,-633.181,Cu,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Cu_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din6_as_c1_2,-627.739,-1.2074117500000057
Fe_Fe_N_din6_as_c1_2,-637.037,Fe,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Fe_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din6_as_c1_2,-627.739,-0.678282500000023
Ir_Fe_N_din6_as_c1_2,-636.924,Ir,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ir_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din6_as_c1_2,-627.739,0.37508375000004435
Ni_Fe_N_din6_as_c1_2,-635.069,Ni,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ni_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din6_as_c1_2,-627.739,-1.4612112499999057
Os_Fe_N_din6_as_c1_2,-638.321,Os,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Os_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din6_as_c1_2,-627.739,1.257378000000017
Pd_Fe_N_din6_as_c1_2,-634.09,Pd,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Pd_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din6_as_c1_2,-627.739,-0.5564967499999511
Pt_Fe_N_din6_as_c1_2,-635.278,Pt,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Pt_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din6_as_c1_2,-627.739,-0.6724815000000035
Rh_Fe_N_din6_as_c1_2,-635.777,Rh,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Rh_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din6_as_c1_2,-627.739,-0.18717800000001716
Ru_Fe_N_din6_as_c1_2,-636.915,Ru,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ru_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din6_as_c1_2,-627.739,0.6364665000000969
Zn_Fe_N_din6_as_c1_2,-630.977,Zn,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Zn_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din6_as_c1_2,-627.739,-1.6207558499999095
Ag_Fe_N_din6_as_c1_3,-629.882,Ag,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Ag_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din6_as_c1_3,-627.561,0.8860057500000948
Au_Fe_N_din6_as_c1_3,-630.988,Au,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Au_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din6_as_c1_3,-627.561,0.44970949999992627
Cd_Fe_N_din6_as_c1_3,-628.65,Cd,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Cd_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din6_as_c1_3,-627.561,0.14405870000007326
Co_Fe_N_din6_as_c1_3,-635.739,Co,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Co_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din6_as_c1_3,-627.561,-0.7935605000000123
Cu_Fe_N_din6_as_c1_3,-632.125,Cu,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Cu_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din6_as_c1_3,-627.561,-0.3294117499999629
Fe_Fe_N_din6_as_c1_3,-636.727,Fe,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Fe_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din6_as_c1_3,-627.561,-0.5462824999999611
Ir_Fe_N_din6_as_c1_3,-637.09,Ir,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Ir_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din6_as_c1_3,-627.561,0.031083749999993415
Ni_Fe_N_din6_as_c1_3,-634.59,Ni,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Ni_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din6_as_c1_3,-627.561,-1.1602112499999748
Os_Fe_N_din6_as_c1_3,-638.465,Os,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Os_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din6_as_c1_3,-627.561,0.9353780000000143
Pd_Fe_N_din6_as_c1_3,-633.935,Pd,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Pd_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din6_as_c1_3,-627.561,-0.579496749999862
Pt_Fe_N_din6_as_c1_3,-635.138,Pt,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Pt_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din6_as_c1_3,-627.561,-0.7104815000000144
Rh_Fe_N_din6_as_c1_3,-635.897,Rh,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Rh_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din6_as_c1_3,-627.561,-0.485178000000019
Ru_Fe_N_din6_as_c1_3,-637.048,Ru,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Ru_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din6_as_c1_3,-627.561,0.3254665000000614
Zn_Fe_N_din6_as_c1_3,-629.747,Zn,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Zn_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din6_as_c1_3,-627.561,-0.5687558499998886
Ag_Fe_N_din6_as_c2_12,-630.499,Ag,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Ag_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din6_as_c2_12,-627.631,0.3390057499999557
Au_Fe_N_din6_as_c2_12,-631.574,Au,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Au_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din6_as_c2_12,-627.631,-0.06629050000003645
Cd_Fe_N_din6_as_c2_12,-628.963,Cd,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Cd_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din6_as_c2_12,-627.631,-0.09894129999997858
Co_Fe_N_din6_as_c2_12,-635.632,Co,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Co_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din6_as_c2_12,-627.631,-0.6165604999999914
Cu_Fe_N_din6_as_c2_12,-632.927,Cu,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Cu_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din6_as_c2_12,-627.631,-1.0614117500000475
Fe_Fe_N_din6_as_c2_12,-636.585,Fe,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Fe_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din6_as_c2_12,-627.631,-0.33428250000008575
Ir_Fe_N_din6_as_c2_12,-636.73,Ir,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Ir_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din6_as_c2_12,-627.631,0.4610837499999434
Ni_Fe_N_din6_as_c2_12,-634.601,Ni,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Ni_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din6_as_c2_12,-627.631,-1.1012112500000057
Os_Fe_N_din6_as_c2_12,-637.991,Os,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Os_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din6_as_c2_12,-627.631,1.479377999999997
Pd_Fe_N_din6_as_c2_12,-633.672,Pd,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Pd_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din6_as_c2_12,-627.631,-0.2464967500000057
Pt_Fe_N_din6_as_c2_12,-634.847,Pt,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Pt_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din6_as_c2_12,-627.631,-0.3494815000000244
Rh_Fe_N_din6_as_c2_12,-635.515,Rh,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Rh_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din6_as_c2_12,-627.631,-0.0331780000000208
