system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,metal,Ecoh,atomic_mass,vdw_radius,r_cov_sb,r_cov_db,dipole_polarizability,ionic_radii_crystals,d_center_sp,Paul_electroneg,MB_electroneg,electron_affinity,covalent_radius,atomic_number,Ion_energ_I,Ion_energ_II,Zung_radius,Coh_radius,Waber_radius,mied_param_h,mied_param_phi,HOMO ,LUMO,mag_moment_bulk_d, E_Fermi,E_Fermi2,Ecoh_m1,system,tot_energy_M2,Edft_fe
Pt_Fe_N_din4_x2_c2_e_v2,-635.723,Pt,Fe,N,din4,N_din4_x2_c2_e,N_din4_x2_c2_e_v2,2,Pt_N_din4_x2_c2_e_v2,din4_x2,Fe_N_din4_x2_c2_e_v2,N_din4_x2_c2_e,-616.48,N,din4,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din4_x2_c2_e_v2,-626.111,-2.7454814999999826
Rh_Fe_N_din4_x2_c2_e_v2,-637.071,Rh,Fe,N,din4,N_din4_x2_c2_e,N_din4_x2_c2_e_v2,2,Rh_N_din4_x2_c2_e_v2,din4_x2,Fe_N_din4_x2_c2_e_v2,N_din4_x2_c2_e,-616.48,N,din4,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din4_x2_c2_e_v2,-626.111,-3.1091780000000426
Ru_Fe_N_din4_x2_c2_e_v2,-638.4,Ru,Fe,N,din4,N_din4_x2_c2_e,N_din4_x2_c2_e_v2,2,Ru_N_din4_x2_c2_e_v2,din4_x2,Fe_N_din4_x2_c2_e_v2,N_din4_x2_c2_e,-616.48,N,din4,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din4_x2_c2_e_v2,-626.111,-2.4765334999999595
Zn_Fe_N_din4_x2_c2_e_v2,-628.465,Zn,Fe,N,din4,N_din4_x2_c2_e,N_din4_x2_c2_e_v2,2,Zn_N_din4_x2_c2_e_v2,din4_x2,Fe_N_din4_x2_c2_e_v2,N_din4_x2_c2_e,-616.48,N,din4,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din4_x2_c2_e_v2,-626.111,-0.7367558500000086
Ag_Fe_N_din4_x2_c2_f,-629.808,Ag,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Ag_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din4_x2_c2_f,-626.711,0.11000575000002755
Au_Fe_N_din4_x2_c2_f,-630.963,Au,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Au_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din4_x2_c2_f,-626.711,-0.3752905000000055
Cd_Fe_N_din4_x2_c2_f,-627.222,Cd,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Cd_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din4_x2_c2_f,-626.711,0.7220587000000478
Co_Fe_N_din4_x2_c2_f,-637.119,Co,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Co_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din4_x2_c2_f,-626.711,-3.0235605000000305
Cu_Fe_N_din4_x2_c2_f,-632.331,Cu,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Cu_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din4_x2_c2_f,-626.711,-1.385411750000003
Fe_Fe_N_din4_x2_c2_f,-638.043,Fe,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Fe_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din4_x2_c2_f,-626.711,-2.712282500000015
Ir_Fe_N_din4_x2_c2_f,-638.275,Ir,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Ir_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din4_x2_c2_f,-626.711,-2.0039162499999748
Ni_Fe_N_din4_x2_c2_f,-635.479,Ni,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Ni_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din4_x2_c2_f,-626.711,-2.8992112500000076
Os_Fe_N_din4_x2_c2_f,-639.556,Os,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Os_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din4_x2_c2_f,-626.711,-1.0056220000000167
Pd_Fe_N_din4_x2_c2_f,-634.263,Pd,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Pd_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din4_x2_c2_f,-626.711,-1.757496749999973
Pt_Fe_N_din4_x2_c2_f,-635.758,Pt,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Pt_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din4_x2_c2_f,-626.711,-2.1804815000000417
Rh_Fe_N_din4_x2_c2_f,-636.775,Rh,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Rh_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din4_x2_c2_f,-626.711,-2.213177999999971
Ru_Fe_N_din4_x2_c2_f,-637.81,Ru,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Ru_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din4_x2_c2_f,-626.711,-1.286533499999905
Zn_Fe_N_din4_x2_c2_f,-628.692,Zn,Fe,N,din4,N_din4_x2_c2_f,N_din4_x2_c2_f,2,Zn_N_din4_x2_c2_f,din4_x2,Fe_N_din4_x2_c2_f,N_din4_x2_c2_f,-613.375,N,din4,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din4_x2_c2_f,-626.711,-0.36375584999996136
Ag_Fe_N_din4_x2_c2_g,-629.7,Ag,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Ag_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din4_x2_c2_g,-626.752,0.25900574999991477
Au_Fe_N_din4_x2_c2_g,-630.764,Au,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Au_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din4_x2_c2_g,-626.752,-0.13529050000011011
Cd_Fe_N_din4_x2_c2_g,-628.182,Cd,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Cd_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din4_x2_c2_g,-626.752,-0.1969413000000486
Co_Fe_N_din4_x2_c2_g,-637.495,Co,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Co_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din4_x2_c2_g,-626.752,-3.358560500000067
Cu_Fe_N_din4_x2_c2_g,-632.198,Cu,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Cu_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din4_x2_c2_g,-626.752,-1.2114117500000248
Fe_Fe_N_din4_x2_c2_g,-638.586,Fe,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Fe_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din4_x2_c2_g,-626.752,-3.214282500000081
Ir_Fe_N_din4_x2_c2_g,-638.671,Ir,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Ir_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din4_x2_c2_g,-626.752,-2.3589162500001066
Ni_Fe_N_din4_x2_c2_g,-635.521,Ni,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Ni_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din4_x2_c2_g,-626.752,-2.900211249999984
Os_Fe_N_din4_x2_c2_g,-640.243,Os,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Os_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din4_x2_c2_g,-626.752,-1.6516220000000885
Pd_Fe_N_din4_x2_c2_g,-634.495,Pd,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Pd_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din4_x2_c2_g,-626.752,-1.9484967500000039
Pt_Fe_N_din4_x2_c2_g,-635.869,Pt,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Pt_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din4_x2_c2_g,-626.752,-2.2504815000000917
Rh_Fe_N_din4_x2_c2_g,-637.247,Rh,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Rh_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din4_x2_c2_g,-626.752,-2.644178000000011
Ru_Fe_N_din4_x2_c2_g,-638.555,Ru,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Ru_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din4_x2_c2_g,-626.752,-1.9905334999999695
Zn_Fe_N_din4_x2_c2_g,-629.258,Zn,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g,2,Zn_N_din4_x2_c2_g,din4_x2,Fe_N_din4_x2_c2_g,N_din4_x2_c2_g,-616.116,N,din4,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din4_x2_c2_g,-626.752,-0.8887558500000523
Ag_Fe_N_din4_x2_c2_g_v2,-630.073,Ag,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Ag_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din4_x2_c2_g_v2,-627.953,1.087005750000003
Au_Fe_N_din4_x2_c2_g_v2,-631.414,Au,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Au_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din4_x2_c2_g_v2,-627.953,0.41570949999993445
Cd_Fe_N_din4_x2_c2_g_v2,-628.499,Cd,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Cd_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din4_x2_c2_g_v2,-627.953,0.6870586999999659
Co_Fe_N_din4_x2_c2_g_v2,-637.596,Co,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Co_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din4_x2_c2_g_v2,-627.953,-2.258560500000044
Cu_Fe_N_din4_x2_c2_g_v2,-632.657,Cu,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Cu_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din4_x2_c2_g_v2,-627.953,-0.46941175000006297
Fe_Fe_N_din4_x2_c2_g_v2,-638.586,Fe,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Fe_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din4_x2_c2_g_v2,-627.953,-2.0132825000000594
Ir_Fe_N_din4_x2_c2_g_v2,-638.757,Ir,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Ir_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din4_x2_c2_g_v2,-627.953,-1.2439162499999838
Ni_Fe_N_din4_x2_c2_g_v2,-635.847,Ni,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Ni_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din4_x2_c2_g_v2,-627.953,-2.025211249999984
Os_Fe_N_din4_x2_c2_g_v2,-640.145,Os,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Os_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din4_x2_c2_g_v2,-627.953,-0.35262199999999666
Pd_Fe_N_din4_x2_c2_g_v2,-634.639,Pd,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Pd_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din4_x2_c2_g_v2,-627.953,-0.8914967499999875
Pt_Fe_N_din4_x2_c2_g_v2,-636.137,Pt,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Pt_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din4_x2_c2_g_v2,-627.953,-1.3174814999999853
Rh_Fe_N_din4_x2_c2_g_v2,-637.15,Rh,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Rh_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din4_x2_c2_g_v2,-627.953,-1.346178000000009
Ru_Fe_N_din4_x2_c2_g_v2,-638.35,Ru,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Ru_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din4_x2_c2_g_v2,-627.953,-0.5845335000000205
Zn_Fe_N_din4_x2_c2_g_v2,-629.332,Zn,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Zn_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din4_x2_c2_g_v2,-627.953,0.2382441500000141
Ag_Fe_N_din4_x2_c3_a,-630.208,Ag,Fe,N,din4,N_din4_x2_c3_a,N_din4_x2_c3_a,3,Ag_N_din4_x2_c3_a,din4_x2,Fe_N_din4_x2_c3_a,N_din4_x2_c3_a,-614.975,N,din4,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din4_x2_c3_a,-627.646,0.6450057499999957
Au_Fe_N_din4_x2_c3_a,-631.533,Au,Fe,N,din4,N_din4_x2_c3_a,N_din4_x2_c3_a,3,Au_N_din4_x2_c3_a,din4_x2,Fe_N_din4_x2_c3_a,N_din4_x2_c3_a,-614.975,N,din4,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din4_x2_c3_a,-627.646,-0.010290500000110114
Cd_Fe_N_din4_x2_c3_a,-627.687,Cd,Fe,N,din4,N_din4_x2_c3_a,N_din4_x2_c3_a,3,Cd_N_din4_x2_c3_a,din4_x2,Fe_N_din4_x2_c3_a,N_din4_x2_c3_a,-614.975,N,din4,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din4_x2_c3_a,-627.646,1.1920586999999614
